run,lane,tag,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,ftp_submission_reads
8616,5,6,ERS169291,R1_HU_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,2,,WAxNA_F12_1_HU_1_T2,WAxNA_F12_1_HU_1,43.2909551,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#6.bam
8939,1,6,ERS169291,R1_HU_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,2,,WAxNA_F12_1_HU_1_T2,WAxNA_F12_1_HU_1,46.35822907,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#6.bam
8616,5,18,ERS169307,R1_HU_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,4,,WAxNA_F12_1_HU_1_T4,WAxNA_F12_1_HU_1,41.4028403,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#18.bam
8939,1,18,ERS169307,R1_HU_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,4,,WAxNA_F12_1_HU_1_T4,WAxNA_F12_1_HU_1,44.83632854,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#18.bam
8616,5,29,ERS169319,R1_HU_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,8,,WAxNA_F12_1_HU_1_T8,WAxNA_F12_1_HU_1,40.80239016,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#29.bam
8939,1,29,ERS169319,R1_HU_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,8,,WAxNA_F12_1_HU_1_T8,WAxNA_F12_1_HU_1,44.6400846,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#29.bam
8616,5,40,ERS169330,R1_HU_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,16,,WAxNA_F12_1_HU_1_T16,WAxNA_F12_1_HU_1,47.81443442,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#40.bam
8939,1,40,ERS169330,R1_HU_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,16,,WAxNA_F12_1_HU_1_T16,WAxNA_F12_1_HU_1,51.79291177,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#40.bam
11823,1,47,ERS364086,2787STDY5607149,YGL1327,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,32,1,WAxNA_F12_1_HU_1_T32_C1,WAxNA_F12_1_HU_1,28.79503212,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#47.cram
11823,1,48,ERS364087,2787STDY5607150,YGL1330,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,32,2,WAxNA_F12_1_HU_1_T32_C2,WAxNA_F12_1_HU_1,27.11630729,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#48.cram
8616,5,52,ERS169342,R1_HU_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,32,,WAxNA_F12_1_HU_1_T32,WAxNA_F12_1_HU_1,42.00392017,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#52.bam
8939,1,52,ERS169342,R1_HU_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,1,32,,WAxNA_F12_1_HU_1_T32,WAxNA_F12_1_HU_1,45.27037482,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#52.bam
11823,1,27,ERS364053,2787STDY5607116,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,2,,WAxNA_F12_1_HU_2_T2,WAxNA_F12_1_HU_2,29.23610526,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#27.cram
14893,4,18,ERS364053,2787STDY5607116,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,2,,WAxNA_F12_1_HU_2_T2,WAxNA_F12_1_HU_2,74.24372383,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#18.cram
11823,1,31,ERS364057,2787STDY5607120,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,4,,WAxNA_F12_1_HU_2_T4,WAxNA_F12_1_HU_2,24.46348913,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#31.cram
14893,4,22,ERS364057,2787STDY5607120,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,4,,WAxNA_F12_1_HU_2_T4,WAxNA_F12_1_HU_2,79.64908165,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#22.cram
11823,1,35,ERS364061,2787STDY5607124,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,8,,WAxNA_F12_1_HU_2_T8,WAxNA_F12_1_HU_2,30.31708033,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#35.cram
14893,4,26,ERS364061,2787STDY5607124,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,8,,WAxNA_F12_1_HU_2_T8,WAxNA_F12_1_HU_2,75.2494995,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#26.cram
11822,2,76,ERS364065,2787STDY5607128,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,16,,WAxNA_F12_1_HU_2_T16,WAxNA_F12_1_HU_2,90.90065487,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#76.cram
11823,1,69,ERS364255,2787STDY5623205,YGL1433,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,32,1,WAxNA_F12_1_HU_2_T32_C1,WAxNA_F12_1_HU_2,28.99357581,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#69.cram
11823,1,70,ERS364256,2787STDY5623206,YGL1434,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,32,2,WAxNA_F12_1_HU_2_T32_C2,WAxNA_F12_1_HU_2,28.71977172,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#70.cram
11823,1,92,ERS369977,2787STDY5644704,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,32,,WAxNA_F12_1_HU_2_T32,WAxNA_F12_1_HU_2,30.46550655,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#92.cram
14893,4,36,ERS369977,2787STDY5644704,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,2,32,,WAxNA_F12_1_HU_2_T32,WAxNA_F12_1_HU_2,71.05958065,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#36.cram
11823,1,6,ERS364013,2787STDY5607076,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,2,,WAxNA_F12_1_HU_3_T2,WAxNA_F12_1_HU_3,33.04415899,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#6.cram
14893,4,5,ERS364013,2787STDY5607076,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,2,,WAxNA_F12_1_HU_3_T2,WAxNA_F12_1_HU_3,105.0928733,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#5.cram
11823,1,13,ERS364021,2787STDY5607084,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,4,,WAxNA_F12_1_HU_3_T4,WAxNA_F12_1_HU_3,26.85233766,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#13.cram
14893,4,10,ERS364021,2787STDY5607084,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,4,,WAxNA_F12_1_HU_3_T4,WAxNA_F12_1_HU_3,67.27932613,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#10.cram
11823,1,20,ERS364029,2787STDY5607092,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,8,,WAxNA_F12_1_HU_3_T8,WAxNA_F12_1_HU_3,26.43696193,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#20.cram
14893,4,15,ERS364029,2787STDY5607092,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,8,,WAxNA_F12_1_HU_3_T8,WAxNA_F12_1_HU_3,85.7187782,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#15.cram
11823,1,90,ERS369975,2787STDY5644702,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,16,,WAxNA_F12_1_HU_3_T16,WAxNA_F12_1_HU_3,33.13384035,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#90.cram
14893,4,34,ERS369975,2787STDY5644702,,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,16,,WAxNA_F12_1_HU_3_T16,WAxNA_F12_1_HU_3,69.0949193,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#34.cram
11823,1,79,ERS364265,2787STDY5623215,YGL1443,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,32,1,WAxNA_F12_1_HU_3_T32_C1,WAxNA_F12_1_HU_3,31.6474298,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#79.cram
11823,1,80,ERS364266,2787STDY5623216,YGL1444,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,32,2,WAxNA_F12_1_HU_3_T32_C2,WAxNA_F12_1_HU_3,28.48340333,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#80.cram
11823,1,81,ERS364267,2787STDY5623217,YGL1445,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,32,3,WAxNA_F12_1_HU_3_T32_C3,WAxNA_F12_1_HU_3,35.99339477,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#81.cram
11823,1,82,ERS364268,2787STDY5623218,YGL1446,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,32,4,WAxNA_F12_1_HU_3_T32_C4,WAxNA_F12_1_HU_3,36.00842818,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#82.cram
11823,1,83,ERS364269,2787STDY5623219,YGL1447,Saccharomyces cerevisiae,WAxNA,diploid,F12,1,HU,3,32,5,WAxNA_F12_1_HU_3_T32_C5,WAxNA_F12_1_HU_3,30.2972968,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#83.cram
