run_1,lane_1,tag_1,run_2,lane_2,tag_2,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,
6738,6,52,,,,ERS041897,Lys_256,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,52,WAxNA_F12_2_YPD_T0_C52,WAxNA_F12_2_YPD,30.38476584,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289674/WAxNA_F12_2_YPD_T0_C52.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289674/WAxNA_F12_2_YPD_T0_C52.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290165/WAxNA_F12_2_YPD_T0_C52.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290165/WAxNA_F12_2_YPD_T0_C52.de_novo.vcf.gz.tbi
6738,6,53,,,,ERS041898,Lys_257,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,53,WAxNA_F12_2_YPD_T0_C53,WAxNA_F12_2_YPD,26.67368994,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289794/WAxNA_F12_2_YPD_T0_C53.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289794/WAxNA_F12_2_YPD_T0_C53.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290322/WAxNA_F12_2_YPD_T0_C53.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290322/WAxNA_F12_2_YPD_T0_C53.de_novo.vcf.gz.tbi
6738,6,54,,,,ERS041899,Lys_258,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,54,WAxNA_F12_2_YPD_T0_C54,WAxNA_F12_2_YPD,25.02456567,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289828/WAxNA_F12_2_YPD_T0_C54.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289828/WAxNA_F12_2_YPD_T0_C54.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290085/WAxNA_F12_2_YPD_T0_C54.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290085/WAxNA_F12_2_YPD_T0_C54.de_novo.vcf.gz.tbi
6738,6,55,,,,ERS041900,Lys_259,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,55,WAxNA_F12_2_YPD_T0_C55,WAxNA_F12_2_YPD,28.6070066,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289931/WAxNA_F12_2_YPD_T0_C55.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289931/WAxNA_F12_2_YPD_T0_C55.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290166/WAxNA_F12_2_YPD_T0_C55.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290166/WAxNA_F12_2_YPD_T0_C55.de_novo.vcf.gz
6738,6,56,,,,ERS041901,Lys_260,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,56,WAxNA_F12_2_YPD_T0_C56,WAxNA_F12_2_YPD,25.4099915,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289626/WAxNA_F12_2_YPD_T0_C56.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289626/WAxNA_F12_2_YPD_T0_C56.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290149/WAxNA_F12_2_YPD_T0_C56.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290149/WAxNA_F12_2_YPD_T0_C56.de_novo.vcf.gz
6738,6,57,,,,ERS041902,Lys_261,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,57,WAxNA_F12_2_YPD_T0_C57,WAxNA_F12_2_YPD,23.99163727,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289995/WAxNA_F12_2_YPD_T0_C57.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289995/WAxNA_F12_2_YPD_T0_C57.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290333/WAxNA_F12_2_YPD_T0_C57.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290333/WAxNA_F12_2_YPD_T0_C57.de_novo.vcf.gz
6738,6,58,,,,ERS041903,Lys_262,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,58,WAxNA_F12_2_YPD_T0_C58,WAxNA_F12_2_YPD,27.23869115,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289874/WAxNA_F12_2_YPD_T0_C58.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289874/WAxNA_F12_2_YPD_T0_C58.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290052/WAxNA_F12_2_YPD_T0_C58.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290052/WAxNA_F12_2_YPD_T0_C58.de_novo.vcf.gz
6738,6,59,,,,ERS041904,Lys_263,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,59,WAxNA_F12_2_YPD_T0_C59,WAxNA_F12_2_YPD,27.01161885,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289734/WAxNA_F12_2_YPD_T0_C59.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289734/WAxNA_F12_2_YPD_T0_C59.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290143/WAxNA_F12_2_YPD_T0_C59.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290143/WAxNA_F12_2_YPD_T0_C59.de_novo.vcf.gz
6738,6,60,,,,ERS041905,Lys_264,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,60,WAxNA_F12_2_YPD_T0_C60,WAxNA_F12_2_YPD,28.74124473,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289915/WAxNA_F12_2_YPD_T0_C60.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289915/WAxNA_F12_2_YPD_T0_C60.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290084/WAxNA_F12_2_YPD_T0_C60.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290084/WAxNA_F12_2_YPD_T0_C60.de_novo.vcf.gz
6738,6,61,,,,ERS041906,Lys_265,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,61,WAxNA_F12_2_YPD_T0_C61,WAxNA_F12_2_YPD,25.24611245,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289661/WAxNA_F12_2_YPD_T0_C61.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289661/WAxNA_F12_2_YPD_T0_C61.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290152/WAxNA_F12_2_YPD_T0_C61.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290152/WAxNA_F12_2_YPD_T0_C61.de_novo.vcf.gz
6738,6,62,,,,ERS041907,Lys_266,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,62,WAxNA_F12_2_YPD_T0_C62,WAxNA_F12_2_YPD,26.79121821,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289777/WAxNA_F12_2_YPD_T0_C62.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289777/WAxNA_F12_2_YPD_T0_C62.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290025/WAxNA_F12_2_YPD_T0_C62.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290025/WAxNA_F12_2_YPD_T0_C62.de_novo.vcf.gz.tbi
6738,6,63,,,,ERS041908,Lys_267,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,63,WAxNA_F12_2_YPD_T0_C63,WAxNA_F12_2_YPD,24.49941661,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289875/WAxNA_F12_2_YPD_T0_C63.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289875/WAxNA_F12_2_YPD_T0_C63.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290191/WAxNA_F12_2_YPD_T0_C63.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290191/WAxNA_F12_2_YPD_T0_C63.de_novo.vcf.gz.tbi
6738,6,64,,,,ERS041909,Lys_268,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,64,WAxNA_F12_2_YPD_T0_C64,WAxNA_F12_2_YPD,23.60986143,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289664/WAxNA_F12_2_YPD_T0_C64.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289664/WAxNA_F12_2_YPD_T0_C64.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290354/WAxNA_F12_2_YPD_T0_C64.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290354/WAxNA_F12_2_YPD_T0_C64.de_novo.vcf.gz.tbi
6738,6,65,,,,ERS041910,Lys_270,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,65,WAxNA_F12_2_YPD_T0_C65,WAxNA_F12_2_YPD,24.22279031,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289750/WAxNA_F12_2_YPD_T0_C65.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289750/WAxNA_F12_2_YPD_T0_C65.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290253/WAxNA_F12_2_YPD_T0_C65.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290253/WAxNA_F12_2_YPD_T0_C65.de_novo.vcf.gz
6738,6,66,,,,ERS041911,Lys_271,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,66,WAxNA_F12_2_YPD_T0_C66,WAxNA_F12_2_YPD,9.061720706,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289746/WAxNA_F12_2_YPD_T0_C66.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289746/WAxNA_F12_2_YPD_T0_C66.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290060/WAxNA_F12_2_YPD_T0_C66.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290060/WAxNA_F12_2_YPD_T0_C66.de_novo.vcf.gz.tbi
6738,6,67,,,,ERS041912,Lys_272,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,67,WAxNA_F12_2_YPD_T0_C67,WAxNA_F12_2_YPD,22.80618059,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289843/WAxNA_F12_2_YPD_T0_C67.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289843/WAxNA_F12_2_YPD_T0_C67.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290231/WAxNA_F12_2_YPD_T0_C67.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290231/WAxNA_F12_2_YPD_T0_C67.de_novo.vcf.gz.tbi
6738,6,68,,,,ERS041913,Lys_273,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,68,WAxNA_F12_2_YPD_T0_C68,WAxNA_F12_2_YPD,23.5031075,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289894/WAxNA_F12_2_YPD_T0_C68.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289894/WAxNA_F12_2_YPD_T0_C68.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290324/WAxNA_F12_2_YPD_T0_C68.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290324/WAxNA_F12_2_YPD_T0_C68.de_novo.vcf.gz.tbi
6738,6,69,,,,ERS041914,Lys_274,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,69,WAxNA_F12_2_YPD_T0_C69,WAxNA_F12_2_YPD,23.83141256,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289879/WAxNA_F12_2_YPD_T0_C69.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289879/WAxNA_F12_2_YPD_T0_C69.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290248/WAxNA_F12_2_YPD_T0_C69.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290248/WAxNA_F12_2_YPD_T0_C69.de_novo.vcf.gz.tbi
6738,6,70,,,,ERS041915,Lys_275,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,70,WAxNA_F12_2_YPD_T0_C70,WAxNA_F12_2_YPD,25.76631394,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289643/WAxNA_F12_2_YPD_T0_C70.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289643/WAxNA_F12_2_YPD_T0_C70.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290036/WAxNA_F12_2_YPD_T0_C70.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290036/WAxNA_F12_2_YPD_T0_C70.de_novo.vcf.gz.tbi
6738,6,71,,,,ERS041916,Lys_276,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,71,WAxNA_F12_2_YPD_T0_C71,WAxNA_F12_2_YPD,22.44575272,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289687/WAxNA_F12_2_YPD_T0_C71.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289687/WAxNA_F12_2_YPD_T0_C71.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290093/WAxNA_F12_2_YPD_T0_C71.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290093/WAxNA_F12_2_YPD_T0_C71.de_novo.vcf.gz.tbi
6738,6,72,,,,ERS041917,Lys_277,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,72,WAxNA_F12_2_YPD_T0_C72,WAxNA_F12_2_YPD,24.66151648,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289847/WAxNA_F12_2_YPD_T0_C72.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289847/WAxNA_F12_2_YPD_T0_C72.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290059/WAxNA_F12_2_YPD_T0_C72.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290059/WAxNA_F12_2_YPD_T0_C72.de_novo.vcf.gz
6738,6,73,,,,ERS041918,Lys_278,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,73,WAxNA_F12_2_YPD_T0_C73,WAxNA_F12_2_YPD,24.52458541,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289650/WAxNA_F12_2_YPD_T0_C73.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289650/WAxNA_F12_2_YPD_T0_C73.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290170/WAxNA_F12_2_YPD_T0_C73.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290170/WAxNA_F12_2_YPD_T0_C73.de_novo.vcf.gz.tbi
6738,6,74,,,,ERS041919,Lys_279,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,74,WAxNA_F12_2_YPD_T0_C74,WAxNA_F12_2_YPD,29.02310123,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289730/WAxNA_F12_2_YPD_T0_C74.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289730/WAxNA_F12_2_YPD_T0_C74.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290200/WAxNA_F12_2_YPD_T0_C74.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290200/WAxNA_F12_2_YPD_T0_C74.de_novo.vcf.gz.tbi
6738,6,75,,,,ERS041920,Lys_280,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,75,WAxNA_F12_2_YPD_T0_C75,WAxNA_F12_2_YPD,24.33438095,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289893/WAxNA_F12_2_YPD_T0_C75.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289893/WAxNA_F12_2_YPD_T0_C75.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290299/WAxNA_F12_2_YPD_T0_C75.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290299/WAxNA_F12_2_YPD_T0_C75.de_novo.vcf.gz.tbi
6738,6,76,,,,ERS041921,Lys_281,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,76,WAxNA_F12_2_YPD_T0_C76,WAxNA_F12_2_YPD,27.70508701,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289957/WAxNA_F12_2_YPD_T0_C76.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289957/WAxNA_F12_2_YPD_T0_C76.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290016/WAxNA_F12_2_YPD_T0_C76.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290016/WAxNA_F12_2_YPD_T0_C76.de_novo.vcf.gz.tbi
6738,6,77,,,,ERS041922,Lys_282,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,77,WAxNA_F12_2_YPD_T0_C77,WAxNA_F12_2_YPD,23.61652618,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289986/WAxNA_F12_2_YPD_T0_C77.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289986/WAxNA_F12_2_YPD_T0_C77.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290361/WAxNA_F12_2_YPD_T0_C77.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290361/WAxNA_F12_2_YPD_T0_C77.de_novo.vcf.gz
6738,6,78,,,,ERS041923,Lys_283,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,78,WAxNA_F12_2_YPD_T0_C78,WAxNA_F12_2_YPD,22.45453743,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289708/WAxNA_F12_2_YPD_T0_C78.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289708/WAxNA_F12_2_YPD_T0_C78.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290245/WAxNA_F12_2_YPD_T0_C78.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290245/WAxNA_F12_2_YPD_T0_C78.de_novo.vcf.gz.tbi
6738,6,79,,,,ERS041924,Lys_284,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,79,WAxNA_F12_2_YPD_T0_C79,WAxNA_F12_2_YPD,23.46270616,ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290000/WAxNA_F12_2_YPD_T0_C79.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290000/WAxNA_F12_2_YPD_T0_C79.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290116/WAxNA_F12_2_YPD_T0_C79.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290116/WAxNA_F12_2_YPD_T0_C79.de_novo.vcf.gz
6738,6,80,,,,ERS041925,Lys_286,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,80,WAxNA_F12_2_YPD_T0_C80,WAxNA_F12_2_YPD,26.68015494,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289625/WAxNA_F12_2_YPD_T0_C80.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289625/WAxNA_F12_2_YPD_T0_C80.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290284/WAxNA_F12_2_YPD_T0_C80.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290284/WAxNA_F12_2_YPD_T0_C80.de_novo.vcf.gz.tbi
6738,6,81,,,,ERS041926,Lys_287,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,81,WAxNA_F12_2_YPD_T0_C81,WAxNA_F12_2_YPD,23.22675811,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289923/WAxNA_F12_2_YPD_T0_C81.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289923/WAxNA_F12_2_YPD_T0_C81.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290047/WAxNA_F12_2_YPD_T0_C81.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290047/WAxNA_F12_2_YPD_T0_C81.de_novo.vcf.gz
6738,6,82,,,,ERS041927,Lys_288,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,82,WAxNA_F12_2_YPD_T0_C82,WAxNA_F12_2_YPD,27.1840481,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289937/WAxNA_F12_2_YPD_T0_C82.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289937/WAxNA_F12_2_YPD_T0_C82.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290156/WAxNA_F12_2_YPD_T0_C82.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290156/WAxNA_F12_2_YPD_T0_C82.de_novo.vcf.gz.tbi
6738,6,83,,,,ERS041928,Lys_289,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,83,WAxNA_F12_2_YPD_T0_C83,WAxNA_F12_2_YPD,23.50790653,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289679/WAxNA_F12_2_YPD_T0_C83.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289679/WAxNA_F12_2_YPD_T0_C83.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290246/WAxNA_F12_2_YPD_T0_C83.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290246/WAxNA_F12_2_YPD_T0_C83.de_novo.vcf.gz.tbi
6738,6,84,,,,ERS041929,Lys_290,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,84,WAxNA_F12_2_YPD_T0_C84,WAxNA_F12_2_YPD,24.52129278,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289814/WAxNA_F12_2_YPD_T0_C84.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289814/WAxNA_F12_2_YPD_T0_C84.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290050/WAxNA_F12_2_YPD_T0_C84.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290050/WAxNA_F12_2_YPD_T0_C84.de_novo.vcf.gz.tbi
6738,6,85,,,,ERS041930,Lys_291,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,85,WAxNA_F12_2_YPD_T0_C85,WAxNA_F12_2_YPD,23.97616385,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289804/WAxNA_F12_2_YPD_T0_C85.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289804/WAxNA_F12_2_YPD_T0_C85.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290130/WAxNA_F12_2_YPD_T0_C85.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290130/WAxNA_F12_2_YPD_T0_C85.de_novo.vcf.gz.tbi
6738,6,86,,,,ERS041931,Lys_292,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,86,WAxNA_F12_2_YPD_T0_C86,WAxNA_F12_2_YPD,25.34391889,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289706/WAxNA_F12_2_YPD_T0_C86.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289706/WAxNA_F12_2_YPD_T0_C86.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290126/WAxNA_F12_2_YPD_T0_C86.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290126/WAxNA_F12_2_YPD_T0_C86.de_novo.vcf.gz.tbi
6738,6,87,,,,ERS041932,Lys_293,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,87,WAxNA_F12_2_YPD_T0_C87,WAxNA_F12_2_YPD,23.5898654,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289952/WAxNA_F12_2_YPD_T0_C87.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289952/WAxNA_F12_2_YPD_T0_C87.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290215/WAxNA_F12_2_YPD_T0_C87.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290215/WAxNA_F12_2_YPD_T0_C87.de_novo.vcf.gz
6738,6,88,,,,ERS041933,Lys_295,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,88,WAxNA_F12_2_YPD_T0_C88,WAxNA_F12_2_YPD,20.41061615,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289826/WAxNA_F12_2_YPD_T0_C88.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289826/WAxNA_F12_2_YPD_T0_C88.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290265/WAxNA_F12_2_YPD_T0_C88.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290265/WAxNA_F12_2_YPD_T0_C88.de_novo.vcf.gz.tbi
